Case_num	Status	Details
1990178550	Case Was Received	On February 15, 2019, we received your Form I-130, Petition for Alien Relative, Receipt Number YSC1990178550, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 17, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178540	Case Rejected Because I Sent An Incorrect Fee	On March 4, 2019, we rejected your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178540, because you sent us the incorrect fee.  We mailed your case back to you, including any supporting materials and the incorrect payment.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by April 3, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178530	Validation Error	My Case Status does not recognize the receipt number entered.
1990178520	Card Was Delivered To Me By The Post Office	On May 2, 2019, the Post Office delivered your new card for Receipt Number YSC1990178520, to the address that you gave us.  The tracking number assigned is 9205590153708426797988.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178510	Card Was Delivered To Me By The Post Office	On May 4, 2019, the Post Office delivered your new card for Receipt Number YSC1990178510, to the address that you gave us.  The tracking number assigned is 9205590153708426919878.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178500	Card Was Delivered To Me By The Post Office	On May 16, 2019, the Post Office delivered your new card for Receipt Number YSC1990178500, to the address that you gave us.  The tracking number assigned is 9205590153708427541825.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178490	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178490, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178480	Case Was Rejected Because It Was Improperly Filed	On March 4, 2019, we rejected your Form I-601A, Application for Provisional Unlawful Presence Waiver, Receipt Number YSC1990178480, because it was not filed correctly.  We mailed your case back to you, including any supporting materials and fee.  Please follow the instructions to resubmit your case.  If you do not receive your rejected case by April 3, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address. 
1990178470	Card Was Delivered To Me By The Post Office	On May 2, 2019, the Post Office delivered your new card for Receipt Number YSC1990178470, to the address that you gave us.  The tracking number assigned is 9205590153708650436905.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178460	Card Was Delivered To Me By The Post Office	On May 3, 2019, the Post Office delivered your new card for Receipt Number YSC1990178460, to the address that you gave us.  The tracking number assigned is 9205590153708426914200.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178450	Card Was Mailed To Me	On May 14, 2019, we mailed your new card for your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178450, to the address you gave us.  If you do not receive your card by May 29, 2019, please go to www.uscis.gov/e-request  to request that we send your new card to you.  If you move, go to www.uscis.gov/addresschange  to give us your new mailing address.
1990178440	Case Was Received	On February 28, 2019, we received your Form I-765, Application for Employment Authorization, Receipt Number YSC1990178440, and sent you the receipt notice that describes how we will process your case.  Please follow the instructions in the notice.  If you do not receive your receipt notice by March 30, 2019, contact the USCIS Contact Center at www.uscis.gov/contactcenter.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178430	Card Was Delivered To Me By The Post Office	On May 15, 2019, the Post Office delivered your new card for Receipt Number YSC1990178430, to the address that you gave us.  The tracking number assigned is 9205590153708427537248.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178420	Card Was Delivered To Me By The Post Office	On May 10, 2019, the Post Office delivered your new card for Receipt Number YSC1990178420, to the address that you gave us.  The tracking number assigned is 9205590153708651050346.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
1990178410	Card Was Delivered To Me By The Post Office	On May 15, 2019, the Post Office delivered your new card for Receipt Number YSC1990178410, to the address that you gave us.  The tracking number assigned is 9205590153708427536289.  You can use your tracking number at www.USPS.com in the Quick Tools Tracking section.  If you move, go to www.uscis.gov/addresschange to give us your new mailing address.
